POA_CODE,State,religion,count
3478,VIC,Islam,0
3478,VIC,Judaism,0
3478,VIC,Other Religions,19
3478,VIC,Non/Secular Religious Affiliation,660
3480,VIC,Buddhism,6
3480,VIC,Christianity,1191
3480,VIC,Hinduism,4
3480,VIC,Islam,0
3480,VIC,Judaism,0
3480,VIC,Other Religions,0
3480,VIC,Non/Secular Religious Affiliation,425
3482,VIC,Buddhism,0
3482,VIC,Christianity,118
3482,VIC,Hinduism,0
3482,VIC,Islam,0
3482,VIC,Judaism,0
3482,VIC,Other Religions,0
3482,VIC,Non/Secular Religious Affiliation,22
3483,VIC,Buddhism,4
3483,VIC,Christianity,605
3483,VIC,Hinduism,12
3483,VIC,Islam,0
3483,VIC,Judaism,0
3483,VIC,Other Religions,0
3483,VIC,Non/Secular Religious Affiliation,180
3485,VIC,Buddhism,6
3485,VIC,Christianity,208
3485,VIC,Hinduism,0
3485,VIC,Islam,0
3485,VIC,Judaism,0
3485,VIC,Other Religions,7
3485,VIC,Non/Secular Religious Affiliation,59
3487,VIC,Buddhism,0
3487,VIC,Christianity,36
3487,VIC,Hinduism,0
3487,VIC,Islam,3
3487,VIC,Judaism,0
3487,VIC,Other Religions,0
3487,VIC,Non/Secular Religious Affiliation,40
3488,VIC,Buddhism,0
3488,VIC,Christianity,79
3488,VIC,Hinduism,0
3488,VIC,Islam,0
3488,VIC,Judaism,0
3488,VIC,Other Religions,0
3488,VIC,Non/Secular Religious Affiliation,20
3489,VIC,Buddhism,0
3489,VIC,Christianity,40
3489,VIC,Hinduism,0
3489,VIC,Islam,0
3489,VIC,Judaism,0
3489,VIC,Other Religions,0
3489,VIC,Non/Secular Religious Affiliation,18
3490,VIC,Buddhism,6
3490,VIC,Christianity,760
3490,VIC,Hinduism,9
3490,VIC,Islam,0
3490,VIC,Judaism,0
3490,VIC,Other Religions,0
3490,VIC,Non/Secular Religious Affiliation,374
3491,VIC,Buddhism,0
3491,VIC,Christianity,69
3491,VIC,Hinduism,0
3491,VIC,Islam,0
3491,VIC,Judaism,0
3491,VIC,Other Religions,0
3491,VIC,Non/Secular Religious Affiliation,47
3494,VIC,Buddhism,10
3494,VIC,Christianity,259
3494,VIC,Hinduism,0
3494,VIC,Islam,5
3494,VIC,Judaism,0
3494,VIC,Other Religions,20
3494,VIC,Non/Secular Religious Affiliation,271
3496,VIC,Buddhism,59
3496,VIC,Christianity,3079
3496,VIC,Hinduism,4
3496,VIC,Islam,46
3496,VIC,Judaism,0
3496,VIC,Other Religions,22
3496,VIC,Non/Secular Religious Affiliation,2308
3498,VIC,Buddhism,38
3498,VIC,Christianity,3160
3498,VIC,Hinduism,11
3498,VIC,Islam,4
3498,VIC,Judaism,0
3498,VIC,Other Religions,26
3498,VIC,Non/Secular Religious Affiliation,1606
3500,VIC,Buddhism,394
3500,VIC,Christianity,16502
3500,VIC,Hinduism,191
3500,VIC,Islam,865
3500,VIC,Judaism,13
3500,VIC,Other Religions,226
3500,VIC,Non/Secular Religious Affiliation,10974
3501,VIC,Buddhism,5
3501,VIC,Christianity,1093
3501,VIC,Hinduism,0
3501,VIC,Islam,6
3501,VIC,Judaism,0
3501,VIC,Other Religions,5
3501,VIC,Non/Secular Religious Affiliation,691
3505,VIC,Buddhism,35
3505,VIC,Christianity,2620
3505,VIC,Hinduism,3
3505,VIC,Islam,26
3505,VIC,Judaism,7
3505,VIC,Other Religions,9
3505,VIC,Non/Secular Religious Affiliation,1650
3506,VIC,Buddhism,0
3506,VIC,Christianity,13
3506,VIC,Hinduism,0
3506,VIC,Islam,0
3506,VIC,Judaism,0
3506,VIC,Other Religions,0
3506,VIC,Non/Secular Religious Affiliation,18
3507,VIC,Buddhism,0
3507,VIC,Christianity,84
3507,VIC,Hinduism,0
3507,VIC,Islam,0
3507,VIC,Judaism,0
3507,VIC,Other Religions,0
3507,VIC,Non/Secular Religious Affiliation,49
3509,VIC,Buddhism,0
3509,VIC,Christianity,153
3509,VIC,Hinduism,0
3509,VIC,Islam,0
3509,VIC,Judaism,0
3509,VIC,Other Religions,0
3509,VIC,Non/Secular Religious Affiliation,62
3512,VIC,Buddhism,0
3512,VIC,Christianity,195
3512,VIC,Hinduism,0
3512,VIC,Islam,0
3512,VIC,Judaism,0
3512,VIC,Other Religions,0
3512,VIC,Non/Secular Religious Affiliation,144
3515,VIC,Buddhism,8
3515,VIC,Christianity,918
3515,VIC,Hinduism,0
3515,VIC,Islam,0
3515,VIC,Judaism,0
3515,VIC,Other Religions,3
3515,VIC,Non/Secular Religious Affiliation,782
3516,VIC,Buddhism,8
3516,VIC,Christianity,402
3516,VIC,Hinduism,4
3516,VIC,Islam,0
3516,VIC,Judaism,0
3516,VIC,Other Religions,0
3516,VIC,Non/Secular Religious Affiliation,198
3517,VIC,Buddhism,14
3517,VIC,Christianity,761
3517,VIC,Hinduism,0
3517,VIC,Islam,0
3517,VIC,Judaism,0
3517,VIC,Other Religions,16
3517,VIC,Non/Secular Religious Affiliation,403
3518,VIC,Buddhism,6
3518,VIC,Christianity,686
3518,VIC,Hinduism,0
3518,VIC,Islam,0
3518,VIC,Judaism,0
3518,VIC,Other Religions,10
3518,VIC,Non/Secular Religious Affiliation,384
3520,VIC,Buddhism,0
3520,VIC,Christianity,84
3520,VIC,Hinduism,0
3520,VIC,Islam,4
3520,VIC,Judaism,0
3520,VIC,Other Religions,0
3520,VIC,Non/Secular Religious Affiliation,61
3521,VIC,Buddhism,4
3521,VIC,Christianity,391
3521,VIC,Hinduism,0
3521,VIC,Islam,0
3521,VIC,Judaism,0
3521,VIC,Other Religions,5
3521,VIC,Non/Secular Religious Affiliation,201
3522,VIC,Buddhism,0
3522,VIC,Christianity,190
3522,VIC,Hinduism,0
3522,VIC,Islam,0
3522,VIC,Judaism,0
3522,VIC,Other Religions,0
3522,VIC,Non/Secular Religious Affiliation,95
3523,VIC,Buddhism,29
3523,VIC,Christianity,1963
3523,VIC,Hinduism,5
3523,VIC,Islam,4
3523,VIC,Judaism,0
3523,VIC,Other Religions,12
3523,VIC,Non/Secular Religious Affiliation,1158
3525,VIC,Buddhism,10
3525,VIC,Christianity,845
3525,VIC,Hinduism,0
3525,VIC,Islam,0
3525,VIC,Judaism,0
3525,VIC,Other Religions,4
3525,VIC,Non/Secular Religious Affiliation,302
3527,VIC,Buddhism,6
3527,VIC,Christianity,474
3527,VIC,Hinduism,0
3527,VIC,Islam,0
3527,VIC,Judaism,0
3527,VIC,Other Religions,4
3527,VIC,Non/Secular Religious Affiliation,201
3529,VIC,Buddhism,0
3529,VIC,Christianity,80
3529,VIC,Hinduism,0
3529,VIC,Islam,0
3529,VIC,Judaism,0
3529,VIC,Other Religions,0
3529,VIC,Non/Secular Religious Affiliation,26
3530,VIC,Buddhism,0
3530,VIC,Christianity,81
3530,VIC,Hinduism,0
3530,VIC,Islam,0
3530,VIC,Judaism,0
3530,VIC,Other Religions,0
3530,VIC,Non/Secular Religious Affiliation,36
3531,VIC,Buddhism,0
3531,VIC,Christianity,113
3531,VIC,Hinduism,0
3531,VIC,Islam,0
3531,VIC,Judaism,0
3531,VIC,Other Religions,0
3531,VIC,Non/Secular Religious Affiliation,65
3533,VIC,Buddhism,4
3533,VIC,Christianity,450
3533,VIC,Hinduism,0
3533,VIC,Islam,0
3533,VIC,Judaism,0
3533,VIC,Other Religions,0
3533,VIC,Non/Secular Religious Affiliation,231
3537,VIC,Buddhism,6
3537,VIC,Christianity,604
3537,VIC,Hinduism,10
3537,VIC,Islam,0
3537,VIC,Judaism,0
3537,VIC,Other Religions,0
3537,VIC,Non/Secular Religious Affiliation,300
3540,VIC,Buddhism,0
3540,VIC,Christianity,193
3540,VIC,Hinduism,0
3540,VIC,Islam,0
3540,VIC,Judaism,0
3540,VIC,Other Religions,0
3540,VIC,Non/Secular Religious Affiliation,62
3542,VIC,Buddhism,0
3542,VIC,Christianity,106
3542,VIC,Hinduism,0
3542,VIC,Islam,0
3542,VIC,Judaism,0
3542,VIC,Other Religions,0
3542,VIC,Non/Secular Religious Affiliation,44
3544,VIC,Buddhism,0
3544,VIC,Christianity,147
3544,VIC,Hinduism,0
3544,VIC,Islam,0
3544,VIC,Judaism,0
3544,VIC,Other Religions,7
3544,VIC,Non/Secular Religious Affiliation,62
3546,VIC,Buddhism,0
3546,VIC,Christianity,238
3546,VIC,Hinduism,0
3546,VIC,Islam,0
3546,VIC,Judaism,0
3546,VIC,Other Religions,0
3546,VIC,Non/Secular Religious Affiliation,113
3549,VIC,Buddhism,293
3549,VIC,Christianity,1894
3549,VIC,Hinduism,34
3549,VIC,Islam,36
3549,VIC,Judaism,0
3549,VIC,Other Religions,17
3549,VIC,Non/Secular Religious Affiliation,701
3550,VIC,Buddhism,501
3550,VIC,Christianity,20429
3550,VIC,Hinduism,300
3550,VIC,Islam,232
3550,VIC,Judaism,22
3550,VIC,Other Religions,232
3550,VIC,Non/Secular Religious Affiliation,14687
3551,VIC,Buddhism,183
3551,VIC,Christianity,16142
3551,VIC,Hinduism,98
3551,VIC,Islam,83
3551,VIC,Judaism,4
3551,VIC,Other Religions,93
3551,VIC,Non/Secular Religious Affiliation,10565
3555,VIC,Buddhism,201
3555,VIC,Christianity,9983
3555,VIC,Hinduism,78
3555,VIC,Islam,122
3555,VIC,Judaism,10
3555,VIC,Other Religions,107
3555,VIC,Non/Secular Religious Affiliation,7117
3556,VIC,Buddhism,140
3556,VIC,Christianity,6218
3556,VIC,Hinduism,16
3556,VIC,Islam,28
3556,VIC,Judaism,4
3556,VIC,Other Religions,66
3556,VIC,Non/Secular Religious Affiliation,5155
3557,VIC,Buddhism,6
3557,VIC,Christianity,457
3557,VIC,Hinduism,0
3557,VIC,Islam,0
3557,VIC,Judaism,0
3557,VIC,Other Religions,0
3557,VIC,Non/Secular Religious Affiliation,230
3558,VIC,Buddhism,6
3558,VIC,Christianity,597
3558,VIC,Hinduism,0
3558,VIC,Islam,0
3558,VIC,Judaism,0
3558,VIC,Other Religions,4
3558,VIC,Non/Secular Religious Affiliation,220
3559,VIC,Buddhism,7
3559,VIC,Christianity,369
3559,VIC,Hinduism,0
3559,VIC,Islam,0
3559,VIC,Judaism,0
3559,VIC,Other Religions,0
3559,VIC,Non/Secular Religious Affiliation,124
3561,VIC,Buddhism,22
3561,VIC,Christianity,2782
3561,VIC,Hinduism,7
3561,VIC,Islam,0
3561,VIC,Judaism,0
3561,VIC,Other Religions,8
3561,VIC,Non/Secular Religious Affiliation,1230
3562,VIC,Buddhism,0
3562,VIC,Christianity,145
3562,VIC,Hinduism,0
3562,VIC,Islam,0
3562,VIC,Judaism,0
3562,VIC,Other Religions,0
3562,VIC,Non/Secular Religious Affiliation,85
3563,VIC,Buddhism,0
3563,VIC,Christianity,522
3563,VIC,Hinduism,0
3563,VIC,Islam,0
3563,VIC,Judaism,0
3563,VIC,Other Religions,0
3563,VIC,Non/Secular Religious Affiliation,224
3564,VIC,Buddhism,70
3564,VIC,Christianity,9353
3564,VIC,Hinduism,35
3564,VIC,Islam,12
3564,VIC,Judaism,0
3564,VIC,Other Religions,25
3564,VIC,Non/Secular Religious Affiliation,4898
3565,VIC,Buddhism,0
3565,VIC,Christianity,67
3565,VIC,Hinduism,0
3565,VIC,Islam,0
3565,VIC,Judaism,0
3565,VIC,Other Religions,0
3565,VIC,Non/Secular Religious Affiliation,29
3566,VIC,Buddhism,0
3566,VIC,Christianity,315
3566,VIC,Hinduism,0
3566,VIC,Islam,0
3566,VIC,Judaism,0
3566,VIC,Other Religions,0
3566,VIC,Non/Secular Religious Affiliation,180
3567,VIC,Buddhism,0
3567,VIC,Christianity,408
3567,VIC,Hinduism,0
3567,VIC,Islam,0
3567,VIC,Judaism,0
3567,VIC,Other Religions,3
3567,VIC,Non/Secular Religious Affiliation,174
3568,VIC,Buddhism,13
3568,VIC,Christianity,1846
3568,VIC,Hinduism,3
3568,VIC,Islam,0
3568,VIC,Judaism,0
3568,VIC,Other Religions,4
3568,VIC,Non/Secular Religious Affiliation,850
3570,VIC,Buddhism,0
3570,VIC,Christianity,428
3570,VIC,Hinduism,0
3570,VIC,Islam,0
3570,VIC,Judaism,0
3570,VIC,Other Religions,0
3570,VIC,Non/Secular Religious Affiliation,251
3571,VIC,Buddhism,0
3571,VIC,Christianity,168
3571,VIC,Hinduism,0
3571,VIC,Islam,0
3571,VIC,Judaism,0
3571,VIC,Other Religions,0
3571,VIC,Non/Secular Religious Affiliation,88
3572,VIC,Buddhism,0
3572,VIC,Christianity,115
3572,VIC,Hinduism,0
3572,VIC,Islam,0
3572,VIC,Judaism,0
3572,VIC,Other Religions,0
3572,VIC,Non/Secular Religious Affiliation,25
3573,VIC,Buddhism,0
3573,VIC,Christianity,178
3573,VIC,Hinduism,0
3573,VIC,Islam,0
3573,VIC,Judaism,0
3573,VIC,Other Religions,0
3573,VIC,Non/Secular Religious Affiliation,91
3575,VIC,Buddhism,8
3575,VIC,Christianity,510
3575,VIC,Hinduism,0
3575,VIC,Islam,0
3575,VIC,Judaism,0
3575,VIC,Other Religions,4
3575,VIC,Non/Secular Religious Affiliation,207
3576,VIC,Buddhism,0
3576,VIC,Christianity,46
3576,VIC,Hinduism,0
3576,VIC,Islam,0
3576,VIC,Judaism,0
3576,VIC,Other Religions,0
3576,VIC,Non/Secular Religious Affiliation,11
3579,VIC,Buddhism,11
3579,VIC,Christianity,3320
3579,VIC,Hinduism,18
3579,VIC,Islam,3
3579,VIC,Judaism,0
3579,VIC,Other Religions,20
3579,VIC,Non/Secular Religious Affiliation,1451
3580,VIC,Buddhism,4
3580,VIC,Christianity,559
3580,VIC,Hinduism,0
3580,VIC,Islam,0
3580,VIC,Judaism,0
3580,VIC,Other Religions,0
3580,VIC,Non/Secular Religious Affiliation,342
3581,VIC,Buddhism,0
3581,VIC,Christianity,101
3581,VIC,Hinduism,0
3581,VIC,Islam,0
3581,VIC,Judaism,0
3581,VIC,Other Religions,0
3581,VIC,Non/Secular Religious Affiliation,52
3583,VIC,Buddhism,0
3583,VIC,Christianity,104
3583,VIC,Hinduism,0
3583,VIC,Islam,0
3583,VIC,Judaism,0
3583,VIC,Other Religions,11
3583,VIC,Non/Secular Religious Affiliation,64
3584,VIC,Buddhism,10
3584,VIC,Christianity,567
3584,VIC,Hinduism,13
3584,VIC,Islam,4
3584,VIC,Judaism,0
3584,VIC,Other Religions,8
3584,VIC,Non/Secular Religious Affiliation,363
3585,VIC,Buddhism,82
3585,VIC,Christianity,6243
3585,VIC,Hinduism,51
3585,VIC,Islam,279
3585,VIC,Judaism,3
3585,VIC,Other Religions,151
3585,VIC,Non/Secular Religious Affiliation,3032
3586,VIC,Buddhism,4
3586,VIC,Christianity,416
3586,VIC,Hinduism,0
3586,VIC,Islam,0
3586,VIC,Judaism,0
3586,VIC,Other Religions,3
3586,VIC,Non/Secular Religious Affiliation,265
3588,VIC,Buddhism,10
3588,VIC,Christianity,206
3588,VIC,Hinduism,0
3588,VIC,Islam,0
3588,VIC,Judaism,0
3588,VIC,Other Religions,0
3588,VIC,Non/Secular Religious Affiliation,130
3589,VIC,Buddhism,8
3589,VIC,Christianity,207
3589,VIC,Hinduism,0
3589,VIC,Islam,0
3589,VIC,Judaism,0
3589,VIC,Other Religions,0
3589,VIC,Non/Secular Religious Affiliation,86
3590,VIC,Buddhism,0
3590,VIC,Christianity,182
3590,VIC,Hinduism,0
3590,VIC,Islam,0
3590,VIC,Judaism,0
3590,VIC,Other Religions,0
3590,VIC,Non/Secular Religious Affiliation,119
3591,VIC,Buddhism,0
3591,VIC,Christianity,86
3591,VIC,Hinduism,0
3591,VIC,Islam,0
3591,VIC,Judaism,0
3591,VIC,Other Religions,0
3591,VIC,Non/Secular Religious Affiliation,59
3594,VIC,Buddhism,3
3594,VIC,Christianity,268
3594,VIC,Hinduism,0
3594,VIC,Islam,0
3594,VIC,Judaism,0
3594,VIC,Other Religions,0
3594,VIC,Non/Secular Religious Affiliation,167
3595,VIC,Buddhism,3
3595,VIC,Christianity,355
3595,VIC,Hinduism,3
3595,VIC,Islam,5
3595,VIC,Judaism,0
3595,VIC,Other Religions,0
3595,VIC,Non/Secular Religious Affiliation,166
3596,VIC,Buddhism,0
3596,VIC,Christianity,47
3596,VIC,Hinduism,0
3596,VIC,Islam,0
3596,VIC,Judaism,0
3596,VIC,Other Religions,0
3596,VIC,Non/Secular Religious Affiliation,27
3597,VIC,Buddhism,5
3597,VIC,Christianity,232
3597,VIC,Hinduism,0
3597,VIC,Islam,0
3597,VIC,Judaism,0
3597,VIC,Other Religions,0
3597,VIC,Non/Secular Religious Affiliation,123
3599,VIC,Buddhism,3
3599,VIC,Christianity,62
3599,VIC,Hinduism,0
3599,VIC,Islam,0
3599,VIC,Judaism,0
3599,VIC,Other Religions,0
3599,VIC,Non/Secular Religious Affiliation,47
3607,VIC,Buddhism,0
3607,VIC,Christianity,73
3607,VIC,Hinduism,0
3607,VIC,Islam,0
3607,VIC,Judaism,0
3607,VIC,Other Religions,0
3607,VIC,Non/Secular Religious Affiliation,32
3608,VIC,Buddhism,13
3608,VIC,Christianity,1455
3608,VIC,Hinduism,8
3608,VIC,Islam,3
3608,VIC,Judaism,0
3608,VIC,Other Religions,0
3608,VIC,Non/Secular Religious Affiliation,725
3610,VIC,Buddhism,10
3610,VIC,Christianity,797
3610,VIC,Hinduism,0
3610,VIC,Islam,7
3610,VIC,Judaism,0
3610,VIC,Other Religions,0
3610,VIC,Non/Secular Religious Affiliation,481
3612,VIC,Buddhism,19
3612,VIC,Christianity,983
3612,VIC,Hinduism,0
3612,VIC,Islam,5
3612,VIC,Judaism,0
3612,VIC,Other Religions,7
3612,VIC,Non/Secular Religious Affiliation,506
3614,VIC,Buddhism,3
3614,VIC,Christianity,448
3614,VIC,Hinduism,0
3614,VIC,Islam,0
3614,VIC,Judaism,0
3614,VIC,Other Religions,3
3614,VIC,Non/Secular Religious Affiliation,318
3616,VIC,Buddhism,32
3616,VIC,Christianity,3170
3616,VIC,Hinduism,7
3616,VIC,Islam,73
3616,VIC,Judaism,0
3616,VIC,Other Religions,33
3616,VIC,Non/Secular Religious Affiliation,1454
3617,VIC,Buddhism,0
3617,VIC,Christianity,110
3617,VIC,Hinduism,0
3617,VIC,Islam,0
3617,VIC,Judaism,0
3617,VIC,Other Religions,0
3617,VIC,Non/Secular Religious Affiliation,35
3618,VIC,Buddhism,6
3618,VIC,Christianity,364
3618,VIC,Hinduism,8
3618,VIC,Islam,7
3618,VIC,Judaism,0
3618,VIC,Other Religions,3
3618,VIC,Non/Secular Religious Affiliation,209
3620,VIC,Buddhism,29
3620,VIC,Christianity,5070
3620,VIC,Hinduism,28
3620,VIC,Islam,43
3620,VIC,Judaism,6
3620,VIC,Other Religions,31
3620,VIC,Non/Secular Religious Affiliation,2212
3621,VIC,Buddhism,13
3621,VIC,Christianity,1359
3621,VIC,Hinduism,0
3621,VIC,Islam,0
3621,VIC,Judaism,0
3621,VIC,Other Religions,3
3621,VIC,Non/Secular Religious Affiliation,800
3622,VIC,Buddhism,0
3622,VIC,Christianity,267
3622,VIC,Hinduism,0
3622,VIC,Islam,0
3622,VIC,Judaism,0
3622,VIC,Other Religions,0
3622,VIC,Non/Secular Religious Affiliation,135
3623,VIC,Buddhism,8
3623,VIC,Christianity,516
3623,VIC,Hinduism,0
3623,VIC,Islam,4
3623,VIC,Judaism,0
3623,VIC,Other Religions,3
3623,VIC,Non/Secular Religious Affiliation,261
3624,VIC,Buddhism,0
3624,VIC,Christianity,327
3624,VIC,Hinduism,0
3624,VIC,Islam,5
3624,VIC,Judaism,0
3624,VIC,Other Religions,0
3624,VIC,Non/Secular Religious Affiliation,186
3629,VIC,Buddhism,57
3629,VIC,Christianity,5088
3629,VIC,Hinduism,30
3629,VIC,Islam,93
3629,VIC,Judaism,0
3629,VIC,Other Religions,106
3629,VIC,Non/Secular Religious Affiliation,2787
3630,VIC,Buddhism,285
3630,VIC,Christianity,15338
3630,VIC,Hinduism,368
3630,VIC,Islam,2885
3630,VIC,Judaism,8
3630,VIC,Other Religions,659
3630,VIC,Non/Secular Religious Affiliation,8137
3631,VIC,Buddhism,89
3631,VIC,Christianity,6679
3631,VIC,Hinduism,79
3631,VIC,Islam,436
3631,VIC,Judaism,9
3631,VIC,Other Religions,165
3631,VIC,Non/Secular Religious Affiliation,3118
3633,VIC,Buddhism,3
3633,VIC,Christianity,356
3633,VIC,Hinduism,0
3633,VIC,Islam,6
3633,VIC,Judaism,0
3633,VIC,Other Religions,0
3633,VIC,Non/Secular Religious Affiliation,166
3634,VIC,Buddhism,11
3634,VIC,Christianity,995
3634,VIC,Hinduism,0
3634,VIC,Islam,3
3634,VIC,Judaism,0
3634,VIC,Other Religions,0
3634,VIC,Non/Secular Religious Affiliation,593
3635,VIC,Buddhism,3
3635,VIC,Christianity,303
3635,VIC,Hinduism,0
3635,VIC,Islam,0
3635,VIC,Judaism,0
3635,VIC,Other Religions,0
3635,VIC,Non/Secular Religious Affiliation,185
3636,VIC,Buddhism,15
3636,VIC,Christianity,3280
3636,VIC,Hinduism,23
3636,VIC,Islam,10
3636,VIC,Judaism,0
3636,VIC,Other Religions,7
3636,VIC,Non/Secular Religious Affiliation,1457
3637,VIC,Buddhism,4
3637,VIC,Christianity,386
3637,VIC,Hinduism,0
3637,VIC,Islam,0
3637,VIC,Judaism,0
3637,VIC,Other Religions,0
3637,VIC,Non/Secular Religious Affiliation,181
3638,VIC,Buddhism,0
3638,VIC,Christianity,1290
3638,VIC,Hinduism,0
3638,VIC,Islam,3
3638,VIC,Judaism,0
3638,VIC,Other Religions,4
3638,VIC,Non/Secular Religious Affiliation,634
3639,VIC,Buddhism,4
3639,VIC,Christianity,304
3639,VIC,Hinduism,0
3639,VIC,Islam,0
3639,VIC,Judaism,0
3639,VIC,Other Religions,3
3639,VIC,Non/Secular Religious Affiliation,163
3640,VIC,Buddhism,12
3640,VIC,Christianity,590
3640,VIC,Hinduism,0
3640,VIC,Islam,0
3640,VIC,Judaism,0
3640,VIC,Other Religions,0
3640,VIC,Non/Secular Religious Affiliation,317
3641,VIC,Buddhism,0
3641,VIC,Christianity,720
3641,VIC,Hinduism,0
3641,VIC,Islam,0
3641,VIC,Judaism,0
3641,VIC,Other Religions,5
3641,VIC,Non/Secular Religious Affiliation,394
3646,VIC,Buddhism,0
3646,VIC,Christianity,316
3646,VIC,Hinduism,0
3646,VIC,Islam,0
3646,VIC,Judaism,0
3646,VIC,Other Religions,6
3646,VIC,Non/Secular Religious Affiliation,196
3647,VIC,Buddhism,0
3647,VIC,Christianity,11
3647,VIC,Hinduism,5
3647,VIC,Islam,0
3647,VIC,Judaism,0
3647,VIC,Other Religions,4
3647,VIC,Non/Secular Religious Affiliation,15
3649,VIC,Buddhism,0
3649,VIC,Christianity,275
3649,VIC,Hinduism,0
3649,VIC,Islam,0
3649,VIC,Judaism,0
3649,VIC,Other Religions,0
3649,VIC,Non/Secular Religious Affiliation,101
3658,VIC,Buddhism,31
3658,VIC,Christianity,3168
3658,VIC,Hinduism,9
3658,VIC,Islam,35
3658,VIC,Judaism,0
3658,VIC,Other Religions,47
3658,VIC,Non/Secular Religious Affiliation,2347
3659,VIC,Buddhism,0
3659,VIC,Christianity,386
3659,VIC,Hinduism,0
3659,VIC,Islam,4
3659,VIC,Judaism,0
3659,VIC,Other Religions,0
3659,VIC,Non/Secular Religious Affiliation,240
3660,VIC,Buddhism,68
3660,VIC,Christianity,4020
3660,VIC,Hinduism,13
3660,VIC,Islam,26
3660,VIC,Judaism,3
3660,VIC,Other Religions,36
3660,VIC,Non/Secular Religious Affiliation,2436
3662,VIC,Buddhism,4
3662,VIC,Christianity,551
3662,VIC,Hinduism,0
3662,VIC,Islam,4
3662,VIC,Judaism,0
3662,VIC,Other Religions,10
3662,VIC,Non/Secular Religious Affiliation,411
3663,VIC,Buddhism,0
3663,VIC,Christianity,97
3663,VIC,Hinduism,0
3663,VIC,Islam,0
3663,VIC,Judaism,0
3663,VIC,Other Religions,0
3663,VIC,Non/Secular Religious Affiliation,56
3664,VIC,Buddhism,17
3664,VIC,Christianity,570
3664,VIC,Hinduism,0
3664,VIC,Islam,0
3664,VIC,Judaism,0
3664,VIC,Other Religions,8
3664,VIC,Non/Secular Religious Affiliation,340
3665,VIC,Buddhism,0
3665,VIC,Christianity,183
3665,VIC,Hinduism,0
3665,VIC,Islam,0
3665,VIC,Judaism,0
3665,VIC,Other Religions,0
3665,VIC,Non/Secular Religious Affiliation,123
3666,VIC,Buddhism,34
3666,VIC,Christianity,2644
3666,VIC,Hinduism,6
3666,VIC,Islam,11
3666,VIC,Judaism,0
3666,VIC,Other Religions,10
3666,VIC,Non/Secular Religious Affiliation,1524
3669,VIC,Buddhism,22
3669,VIC,Christianity,700
3669,VIC,Hinduism,0
3669,VIC,Islam,0
3669,VIC,Judaism,4
3669,VIC,Other Religions,13
3669,VIC,Non/Secular Religious Affiliation,464
3670,VIC,Buddhism,0
3670,VIC,Christianity,320
3670,VIC,Hinduism,0
3670,VIC,Islam,0
3670,VIC,Judaism,0
3670,VIC,Other Religions,3
3670,VIC,Non/Secular Religious Affiliation,184
3672,VIC,Buddhism,69
3672,VIC,Christianity,5862
3672,VIC,Hinduism,46
3672,VIC,Islam,24
3672,VIC,Judaism,4
3672,VIC,Other Religions,29
3672,VIC,Non/Secular Religious Affiliation,3262
3673,VIC,Buddhism,9
3673,VIC,Christianity,895
3673,VIC,Hinduism,0
3673,VIC,Islam,0
3673,VIC,Judaism,0
3673,VIC,Other Religions,4
3673,VIC,Non/Secular Religious Affiliation,584
3675,VIC,Buddhism,11
3675,VIC,Christianity,1021
3675,VIC,Hinduism,0
3675,VIC,Islam,0
3675,VIC,Judaism,0
3675,VIC,Other Religions,0
3675,VIC,Non/Secular Religious Affiliation,591
3677,VIC,Buddhism,119
3677,VIC,Christianity,10481
3677,VIC,Hinduism,79
3677,VIC,Islam,54
3677,VIC,Judaism,4
3677,VIC,Other Religions,62
3677,VIC,Non/Secular Religious Affiliation,5365
3678,VIC,Buddhism,50
3678,VIC,Christianity,3738
3678,VIC,Hinduism,7
3678,VIC,Islam,3
3678,VIC,Judaism,3
3678,VIC,Other Religions,12
3678,VIC,Non/Secular Religious Affiliation,1905
3682,VIC,Buddhism,0
3682,VIC,Christianity,369
3682,VIC,Hinduism,0
3682,VIC,Islam,0
3682,VIC,Judaism,0
3682,VIC,Other Religions,0
3682,VIC,Non/Secular Religious Affiliation,185
3683,VIC,Buddhism,9
3683,VIC,Christianity,984
3683,VIC,Hinduism,0
3683,VIC,Islam,0
3683,VIC,Judaism,0
3683,VIC,Other Religions,5
3683,VIC,Non/Secular Religious Affiliation,587
3685,VIC,Buddhism,17
3685,VIC,Christianity,1752
3685,VIC,Hinduism,4
3685,VIC,Islam,9
3685,VIC,Judaism,0
3685,VIC,Other Religions,4
3685,VIC,Non/Secular Religious Affiliation,733
3687,VIC,Buddhism,8
3687,VIC,Christianity,735
3687,VIC,Hinduism,3
3687,VIC,Islam,0
3687,VIC,Judaism,0
3687,VIC,Other Religions,3
3687,VIC,Non/Secular Religious Affiliation,291
3688,VIC,Buddhism,7
3688,VIC,Christianity,755
3688,VIC,Hinduism,0
3688,VIC,Islam,0
3688,VIC,Judaism,0
3688,VIC,Other Religions,0
3688,VIC,Non/Secular Religious Affiliation,353
3690,VIC,Buddhism,274
3690,VIC,Christianity,19091
3690,VIC,Hinduism,356
3690,VIC,Islam,124
3690,VIC,Judaism,6
3690,VIC,Other Religions,209
3690,VIC,Non/Secular Religious Affiliation,10485
3694,VIC,Buddhism,0
3694,VIC,Christianity,33
3694,VIC,Hinduism,0
3694,VIC,Islam,0
3694,VIC,Judaism,0
3694,VIC,Other Religions,0
